eventDate,year,month,day,habitat,countryCode,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,hasCoordinate,species,iucnRedListCategory,substrate,latitude,longitude,coorUncert,observationID,region,district,filename,category_id,metaSubstrate,poisonous,elevation,landcover,biogeographicalRegion,captions,class_id,image_path
2021-01-23,2021,1.0,23.0,Mixed woodland (with coniferous and deciduous trees),DK,Tubaria furfuracea (Pers.) Gillet,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Tubaria,furfuracea,True,Tubaria furfuracea,NE,soil,55.248109,11.743459,100.0,3032614318,Sjælland,Næstved,0-3032614318.JPG,2718,jord,0,0.0,17.0,continental,"The image shows two mushrooms growing on the forest floor. These fungi have distinctive features that make them stand out:

The mushrooms have light brown caps with darker brown centers, creating a subtle two-tone effect. The caps are rounded and dome-shaped, typical of many mushroom species.

The stems of the mushrooms are thick and sturdy, supporting the caps. They appear to be a darker brown color compared to the caps.

The texture of the mushroom caps seems smooth and slightly glossy, reflecting light in a way that gives them a polished appearance.

The two mushrooms are of similar size, with one slightly larger than the other. They're growing close together, almost touching, which is common for many mushroom species that form fruiting bodies.

The mushrooms are positioned on the left side of the image, with their caps facing upwards towards the camera. This angle allows us to see the full shape of the caps and get a good view of their structure.

The surrounding environment, including the soil and other forest floor elements, provides a natural backdrop that contrasts nicely with the mushrooms' earthy tones.",2718,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/0-3032614318.JPG
2021-01-23,2021,1.0,23.0,Mixed woodland (with coniferous and deciduous trees),DK,Tubaria furfuracea (Pers.) Gillet,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Tubaria,furfuracea,True,Tubaria furfuracea,NE,soil,55.248109,11.743459,100.0,3032614318,Sjælland,Næstved,1-3032614318.JPG,2718,jord,0,0.0,17.0,continental,"The image shows two small mushrooms being held in someone's hand. These fungi have distinctive features that are clearly visible:

The mushrooms have light brown caps with darker brown edges, giving them a subtle two-tone appearance. The caps are small and rounded, typical of many mushroom species.

The stems of the mushrooms are light brown in color and appear to be quite thin and delicate. They're not as long as the fingers holding them, emphasizing their small size.

The texture of the mushrooms looks smooth and slightly glossy, particularly on the caps where light seems to be reflecting off their surface. The stems appear more matte in comparison.

One mushroom is positioned with its cap facing upwards, while the other is oriented with its cap facing downwards. This arrangement allows us to see different aspects of their structure.

The mushrooms are being held between the person's index and middle fingers, with the tips of their stems just touching the first knuckle of the middle finger. This close-up view provides excellent detail of the fungi's features.

The size of the mushrooms is quite small, as they fit comfortably on the fingertips of the hand. This gives us a good sense of scale, allowing us to appreciate their delicate nature.

Overall, these mushrooms present a charming display of nature's small wonders, with their subtle color variations, smooth textures, and compact forms clearly visible in this close-up image.",2718,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/1-3032614318.JPG
2021-02-03,2021,2.0,3.0,Mixed woodland (with coniferous and deciduous trees),DK,Phlebia radiata Fr.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,radiata,True,Phlebia radiata,NE,dead wood (including bark),55.027973,10.510087,25.0,3032614320,Syddanmark,Svendborg,0-3032614320.JPG,1976,wood,0,79.0,12.0,continental,"The image shows a fascinating example of bracket fungi growing on a tree trunk. The main specimen is a large, flat, brown structure with a distinctive shape. It has a rounded top that tapers down to a narrower base, resembling a shelf or bracket.

The surface of the fungi appears to have a textured, almost fuzzy appearance. This texture is likely due to the presence of small, hair-like structures called hyphae that cover the fruiting body. The coloration is predominantly brown, with variations from darker to lighter shades across the surface.

The fungi's edges are smooth and well-defined, creating a clear boundary between the brown fruiting body and the surrounding tree bark. This contrast highlights the fungi's presence on the tree.

In addition to the main specimen, there are smaller patches of similar fungi visible on the trunk. These smaller growths contribute to the overall appearance of the tree's surface, creating a mottled effect of brown and potentially greenish hues where the fungi intersect with the moss-covered bark.

The size of the main fungi appears to be quite substantial, likely spanning a significant portion of the tree trunk's circumference. It's difficult to provide exact measurements without a reference scale, but it seems to be a prominent feature on the tree's surface.

Overall, the visual features of these bracket fungi create an intriguing natural pattern on the tree trunk, showcasing the complex relationship between the fungi and their host environment.",1976,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/0-3032614320.JPG
2021-02-03,2021,2.0,3.0,Mixed woodland (with coniferous and deciduous trees),DK,Phlebia radiata Fr.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,radiata,True,Phlebia radiata,NE,dead wood (including bark),55.027973,10.510087,25.0,3032614320,Syddanmark,Svendborg,1-3032614320.JPG,1976,wood,0,79.0,12.0,continental,"The image shows a single large bracket fungus growing on a tree trunk. The fungus has a distinctive fan-like or shelf-like shape, characteristic of bracket fungi. Its coloration is primarily brown, with a darker brown center that gradually transitions to a lighter brown towards the edges. The surface of the fungus appears to have a rough, textured appearance with small bumps and ridges, giving it a somewhat fuzzy or velvety look.

The fungus is positioned centrally in the image, dominating the frame. Its size is substantial, likely spanning a significant portion of the tree trunk it's growing on. The edges of the fungus are not perfectly circular, but have a slightly irregular, organic shape typical of bracket fungi.

The texture of the fungus's surface is particularly noteworthy, with its bumpy and ridged appearance adding visual interest to the specimen. This texture is likely a result of the fungus's growth pattern and the environmental conditions it's exposed to.

The lighting in the image appears to be natural, highlighting the various shades of brown and the intricate textures of the fungus's surface. This lighting helps to emphasize the three-dimensional nature of the specimen and brings out the fine details of its structure.

Overall, the image presents a striking close-up view of this bracket fungus, showcasing its impressive size, unique shape, and complex texture against the backdrop of the tree trunk.",1976,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/1-3032614320.JPG
2020-12-16,2020,12.0,16.0,Deciduous woodland,DK,Daedaleopsis confragosa (Bolton) J.Schröt.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Daedaleopsis,confragosa,True,Daedaleopsis confragosa,NE,dead wood (including bark),55.969271,12.280595,25.0,3032624325,Hovedstaden,Hillerød,0-3032624325.JPG,691,wood,0,0.0,17.0,continental,"The image showcases three distinct fungi with unique visual features:

1. Central mushroom:
This is the largest and most prominent fungus. It has a light brown cap with darker brown edges, giving it a subtle gradient effect. The cap is wide and flat, resembling a pancake or frisbee shape. The stem is not visible in this view. The surface of the cap appears smooth and uniform in texture.

2. Bottom right fungus:
This smaller mushroom is positioned upside down, revealing its gills. The gills are white and fan-like in structure, creating an intricate pattern against the darker background. The cap of this fungus is not visible from this perspective. The stem is partially visible, extending from the bottom of the image.

3. Bottom left fungus:
Only the cap of this fungus is visible. It has a light brown color similar to the central mushroom, but with a slightly darker rim. The cap appears to be intact and has a smooth surface. There's a small brown leaf resting on top of this fungus, adding an interesting visual element.

The fungi are situated on a bed of green moss, which provides a vibrant contrast to their earthy tones. The background is predominantly dark, emphasizing the fungi's features.

The composition of the image is interesting, as it presents a close-up view that allows for detailed observation of the fungi's textures and shapes. The varying sizes of the fungi - large central one, smaller upside-down one, and partially visible one - create a sense of depth and perspective in the image.

Overall, the visual features of these fungi create a captivating scene, highlighting the diversity and beauty of these often-overlooked organisms in their natural habitat.",691,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/0-3032624325.JPG
2021-01-23,2021,1.0,23.0,Mixed woodland (with coniferous and deciduous trees),DK,Pleurotus ostreatus (Jacq.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,ostreatus,True,Pleurotus ostreatus,NE,dead wood (including bark),55.247962,11.742978,75.0,3032624326,Sjælland,Næstved,0-3032624326.JPG,2096,wood,0,0.0,17.0,continental,"The image shows two distinct fungi growing on a fallen tree branch. The larger fungus, positioned on top, has a light brown color and a fan-like shape. It features multiple thin, delicate frills or gills radiating outward from its central stem, giving it a feathery appearance. This fungus appears to be significantly larger than the one beneath it.

The smaller fungus, located below the larger one, has a darker brown coloration. It has a more compact, rounded shape compared to its companion above.

Both fungi are attached to the tree branch, which provides a natural backdrop for their growth. The contrast between the lighter upper fungus and the darker lower one creates an interesting visual dynamic on the branch.

The setting appears to be a forest floor, with the fungi growing on a fallen branch. This environment offers an excellent opportunity for these organisms to thrive and display their unique structures.

The image captures the intricate details of these fungi, showcasing the diversity and beauty of forest ecosystems. The fan-like structure of the larger fungus and the more rounded form of the smaller one demonstrate the variety of shapes that can be found in fungal species.",2096,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/0-3032624326.JPG
2021-01-23,2021,1.0,23.0,Mixed woodland (with coniferous and deciduous trees),DK,Pleurotus ostreatus (Jacq.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,ostreatus,True,Pleurotus ostreatus,NE,dead wood (including bark),55.247962,11.742978,75.0,3032624326,Sjælland,Næstved,1-3032624326.JPG,2096,wood,0,0.0,17.0,continental,"The image shows two distinct fungi on a bed of dried leaves. The fungi are primarily white in color, with a slight tan hue visible on the upper surface of one of the caps.

The fungi have a flat, circular shape, resembling wide, open umbrellas or frisbees. Their caps are expansive and spread out, creating a broad, disc-like form. The edges of the caps are not perfectly smooth but have a slightly jagged or irregular appearance, giving them a natural, organic look.

The texture of the fungi appears to be smooth and slightly glossy, particularly on the upper surface of one cap. This gives them a delicate, almost paper-like quality, though they are clearly living organisms.

In terms of size, the two fungi seem to be of similar dimensions. They appear to be relatively large compared to the surrounding dried leaves, which provides a good sense of scale. Each cap looks to be about the size of a dinner plate or slightly larger.

The fungi are positioned close together, with one slightly overlapping the other. This arrangement allows for a clear view of both specimens and highlights their similarities in structure and coloration.

Overall, these fungi present a striking contrast against the backdrop of dried leaves, their white and tan caps standing out prominently in the image.",2096,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/1-3032624326.JPG
2021-01-25,2021,1.0,25.0,Unmanaged deciduous woodland,DK,Exidia nigricans (With.) P.Roberts,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Exidia,nigricans,True,Exidia nigricans,NE,dead wood (including bark),55.378611,10.452222,15.0,3032624327,Syddanmark,Odense,0-3032624327.JPG,881,wood,0,0.0,17.0,continental,"The image shows a cluster of black fungi growing on a decaying log. The fungi have a distinctive appearance with several notable features:

Shape: The fungi form small, rounded structures that are densely packed together. They have a somewhat spherical or oval shape, though individual specimens may vary slightly in form.

Texture: The surface of the fungi appears smooth and slightly glossy, reflecting light in a way that gives them a shiny appearance. This smooth texture contrasts with the rough, decaying wood they're growing on.

Size: The fungi are relatively small compared to the overall size of the log. Each individual specimen is only a few millimeters in diameter, but they form a noticeable cluster.

Color: The fungi are a deep, rich black color. This dark hue stands out prominently against the lighter, grayish-brown background of the decaying wood.

Distribution: The fungi are concentrated in one specific area on the log, forming a dense cluster. This localized growth pattern is typical for many species of wood-dwelling fungi.

Overall, the fungi create an interesting visual contrast with their host, their dark, smooth forms emphasizing the texture and decay of the decaying wood they inhabit.",881,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/0-3032624327.JPG
2021-02-02,2021,2.0,2.0,Unmanaged deciduous woodland,DK,"Fomitopsis betulina (Bull.) B.K.Cui, M.L.Han & Y.C.Dai",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,betulina,True,Fomitopsis betulina,NE,dead wood (including bark),55.434722,10.434722,15.0,3032614324,Syddanmark,Odense,0-3032614324.JPG,918,wood,0,10.0,12.0,continental,"The image shows a large bracket fungus growing on a fallen tree trunk. The fungus has a distinctive shape with a broad, flat cap that curves downward at the edges. The cap is a rich brown color, with a slightly darker hue around the outer rim.

The underside of the cap is visible, revealing a pale, creamy white surface dotted with numerous brown speckles. This speckled pattern is characteristic of many bracket fungi species and serves various purposes, including protection from predators and aid in spore dispersal.

The fungus appears to be quite substantial in size, spanning a significant portion of the visible tree trunk. Its thick, sturdy stem-like structure allows it to support its large cap, which is a typical feature of bracket fungi.

The texture of the cap seems smooth and slightly glossy, reflecting light in a way that highlights its contours and speckled pattern. The underside appears more matte and fleshy in texture.

The fungus is positioned centrally in the frame, drawing the viewer's attention to its impressive form and intricate details. Its placement on the fallen tree trunk provides a natural context, showcasing how these organisms often thrive in forest environments, particularly on dead or decaying wood.

Overall, the bracket fungus presents a striking visual contrast against the muted tones of the fallen tree and surrounding forest floor, making it a focal point of the image and demonstrating the beauty and complexity of fungal life in natural ecosystems.",918,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/0-3032614324.JPG
2021-02-02,2021,2.0,2.0,Unmanaged deciduous woodland,DK,"Fomitopsis betulina (Bull.) B.K.Cui, M.L.Han & Y.C.Dai",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,betulina,True,Fomitopsis betulina,NE,dead wood (including bark),55.434722,10.434722,15.0,3032614324,Syddanmark,Odense,1-3032614324.JPG,918,wood,0,10.0,12.0,continental,"The image shows two distinct fungi growing on a fallen tree trunk. The larger fungus, which is the main focus, has a cap that is predominantly brown in color. The cap's surface appears to have a smooth texture, though it's difficult to determine the exact texture from this image alone.

The cap of the larger fungus is quite substantial in size, covering a significant portion of the visible area where it grows on the tree trunk. Its shape is somewhat irregular, with a rounded top that tapers slightly towards the edges.

Next to the larger fungus, there's a smaller one. This smaller fungus has a cap that is a lighter shade of brown compared to its neighbor. The cap of the smaller fungus appears to be slightly more rounded and less pronounced in shape.

Both fungi seem to be growing directly from the bark of the fallen tree trunk. The tree trunk itself is visible in the image, providing a natural backdrop for these interesting fungal specimens.

The contrast between the brown caps of the fungi and the lighter color of the tree bark makes these organisms stand out prominently in the image. This visual difference helps to emphasize their presence and importance in the forest ecosystem.

The scene captures a moment in the life cycle of these fungi, showcasing their ability to thrive in their natural habitat and their role in the decomposition process of fallen organic matter in the forest.",918,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/1-3032614324.JPG
